InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
501376,P45435,Wireless Mouse,6,26/09/2010 08:04:00 PM,4.77,10707,South Africa
500827,P66332,Aromatherapy Oil,5,29/05/2010 03:42:29 PM,30.57,14255,Mexico
501735,P60390,Desk Clock,12,08/12/2010 01:27:29 AM,34.33,17426,Spain
500726,P29589,Travel Adapter,6,13/10/2010 02:49:23 PM,8.08,19686,New Zealand
501287,P71344,Cotton Tote Bag,12,07/11/2010 12:03:27 AM,47.49,13374,Spain
500617,P37935,USB-C Cable,16,03/01/2010 10:37:17 PM,29.82,13719,Singapore
500236,P95180,Wireless Mouse,19,26/12/2010 05:25:11 PM,9.04,19732,Mexico
500363,P13728,Reusable Coffee Cup,6,15/10/2010 09:15:59 PM,48.92,19958,New Zealand
500459,P61939,Reusable Coffee Cup,2,31/05/2010 11:25:28 PM,28.22,14576,Finland
500340,P60390,Desk Clock,9,09/07/2010 05:01:13 AM,34.33,15299,Portugal
501219,P70315,Laptop Sleeve,6,12/11/2010 05:56:52 PM,20.76,14437,China
500243,P38151,Pocket Calculator,12,18/10/2010 09:22:37 PM,11.15,18785,Spain
501239,P81633,Ceramic Mug,14,14/03/2010 09:43:42 PM,39.68,17693,Ireland
501428,P66332,Aromatherapy Oil,2,25/07/2010 03:20:49 PM,30.57,12978,Australia
501791,P34842,Pocket Calculator,2,05/04/2010 01:38:21 AM,23.46,14259,United Kingdom
500832,P89099,Foldable Umbrella,14,25/01/2010 07:48:28 PM,43.48,12530,Belgium
501140,P80323,Reusable Coffee Cup,15,15/10/2010 03:17:51 AM,3.67,17179,Italy
500091,P45829,Aromatherapy Oil,14,12/11/2010 09:47:42 AM,13.58,13036,Singapore
500389,P48243,LED Desk Lamp,11,31/05/2010 08:02:26 PM,14.43,15179,Russian Federation
500286,P59297,Portable Charger,5,10/05/2010 03:27:57 PM,7.39,16488,Argentina
501802,P56627,Pocket Calculator,15,05/06/2010 07:49:01 AM,39.71,15448,South Africa
500882,P16125,Cotton Tote Bag,16,17/09/2010 01:00:51 PM,48.05,18800,China
501638,P25015,Portable Charger,17,04/11/2010 07:07:08 PM,9.61,11403,Finland
500819,P71344,Cotton Tote Bag,6,26/04/2010 03:50:22 PM,47.49,19700,Australia
501597,P15972,Wall Calendar,3,17/08/2010 09:12:53 PM,28.53,11549,Japan
501668,P76201,Waterproof Pouch,2,03/09/2010 08:21:34 PM,1.29,16548,United States
500660,P98731,Ceramic Mug,7,30/08/2010 03:42:12 PM,39.18,16356,Japan
501716,P98327,Phone Stand,13,07/07/2010 02:57:14 AM,12.76,18656,Norway
500702,P46023,Desk Organizer,4,09/09/2010 09:16:01 AM,35.8,14719,Australia
500743,P60390,Desk Clock,9,11/02/2010 03:21:56 PM,34.33,13493,Argentina
500553,P15972,Wall Calendar,17,09/05/2010 05:57:21 PM,28.53,18616,Brazil
500571,P47748,Ceramic Mug,1,20/08/2010 07:56:42 AM,10.17,13897,Canada
500725,P48243,LED Desk Lamp,17,09/12/2010 07:03:51 AM,14.43,17099,Japan
501196,P38151,Pocket Calculator,12,29/11/2010 04:55:20 PM,11.15,19223,Austria
500086,P55648,Pocket Calculator,1,01/06/2010 09:20:16 PM,28.72,18599,United Kingdom
501668,P66332,Aromatherapy Oil,8,16/08/2010 02:44:26 AM,30.57,10365,Denmark
500435,P97778,Wall Calendar,19,16/12/2010 09:11:35 PM,5.6,18964,Russian Federation
501343,P85842,Soft Throw Blanket,6,08/08/2010 06:38:08 AM,10.64,16511,Mexico
501246,P59297,Portable Charger,8,18/02/2010 02:09:39 PM,7.39,13009,New Zealand
501405,P53395,Glass Water Bottle,14,29/04/2010 11:56:45 PM,39.55,18569,Sweden
500766,P66677,Sticky Notes Pack,10,13/12/2010 04:45:53 AM,24.94,18843,Australia
500373,P55648,Pocket Calculator,16,10/01/2010 12:43:58 PM,28.72,18714,Austria
500272,P32720,Pocket Calculator,18,11/11/2010 03:01:33 PM,30.26,15784,Japan
500123,P95180,Wireless Mouse,18,01/08/2010 09:22:51 PM,9.04,12461,Ireland
501311,P81633,Ceramic Mug,14,10/08/2010 01:32:38 PM,39.68,19759,France
500038,P59297,Portable Charger,12,29/05/2010 07:47:24 AM,7.39,17697,Singapore
501021,P95924,Portable Charger,8,15/05/2010 04:02:51 AM,10.61,16381,Switzerland
501759,P45829,Aromatherapy Oil,11,12/10/2010 01:35:08 PM,13.58,17003,Portugal
501489,P66827,Notebook Set,15,29/03/2010 08:15:39 AM,38.24,19678,Portugal
500460,P61196,Scented Candle,5,10/07/2010 05:00:37 AM,19.02,18706,Italy
500018,P22550,Glass Water Bottle,7,08/05/2010 08:16:46 AM,20.35,19496,New Zealand
500135,P14792,Glass Water Bottle,16,18/09/2010 01:47:46 PM,6.85,15995,Finland
500448,P97968,Reusable Coffee Cup,8,10/01/2010 09:29:56 AM,31.3,18033,Brazil
501919,P86762,USB-C Cable,2,27/03/2010 05:17:13 AM,4.14,15132,Brazil
500313,P45825,Desk Clock,12,01/05/2010 05:31:13 AM,22.47,11037,South Africa
501460,P68049,Phone Stand,11,11/03/2010 03:21:27 AM,46.57,17902,Portugal
501234,P28268,Portable Charger,4,20/01/2010 05:05:13 AM,31.36,15251,India
500535,P25793,LED Desk Lamp,3,06/11/2010 12:33:43 AM,20.97,17909,India
500870,P45674,USB-C Cable,10,07/07/2010 09:24:08 AM,2.0,15891,New Zealand
500940,P37355,Stainless Steel Straw Set,17,09/08/2010 07:12:02 PM,48.75,12563,Australia
501751,P21545,Wireless Mouse,16,11/09/2010 06:14:57 PM,23.47,16643,India
501693,P80080,Clip-on Reading Light,19,30/07/2010 09:43:49 PM,38.09,15997,Germany
500663,P66677,Sticky Notes Pack,12,27/04/2010 12:12:14 PM,24.94,15093,New Zealand
500867,P38151,Pocket Calculator,16,02/07/2010 01:44:16 AM,11.15,15469,Australia
501206,P18328,Magnetic Bookmark,18,08/09/2010 06:57:31 AM,37.94,11136,Portugal
500762,P83543,LED Desk Lamp,11,28/10/2010 09:39:44 PM,21.67,15237,Spain
500400,P29589,Travel Adapter,4,17/07/2010 08:24:14 AM,8.08,12010,Austria
500077,P61939,Reusable Coffee Cup,7,21/11/2010 02:18:49 AM,28.22,13471,Australia
500049,P48664,Portable Charger,13,28/04/2010 09:52:05 AM,35.27,16397,Argentina
501872,P97968,Reusable Coffee Cup,19,04/02/2010 07:35:53 PM,31.3,11449,India
500580,P47748,Ceramic Mug,5,18/09/2010 07:16:41 AM,10.17,18895,Italy
501283,P40480,Reusable Coffee Cup,7,09/05/2010 12:47:19 AM,32.39,12978,Mexico
501336,P94268,Wall Calendar,6,12/11/2010 02:05:31 AM,7.64,10685,Denmark
500187,P21154,Phone Stand,4,30/12/2010 10:24:41 AM,23.33,11431,Brazil
500413,P76262,Travel Notebook,7,27/09/2010 04:43:35 AM,30.59,13291,Netherlands
500905,P34846,Clip-on Reading Light,16,05/08/2010 09:09:32 AM,32.55,19833,Finland
500581,P74600,Eco Lunch Box,13,04/12/2010 05:11:21 AM,1.73,12643,Sweden
500874,P74600,Eco Lunch Box,4,09/06/2010 02:12:07 AM,1.73,19614,Mexico
501226,P38151,Pocket Calculator,15,03/06/2010 12:42:19 AM,11.15,11449,Mexico
501911,P92234,Wall Calendar,5,06/08/2010 07:28:48 AM,1.7,13670,Spain
501938,P86762,USB-C Cable,12,10/06/2010 02:02:25 AM,4.14,18616,United States
500628,P45829,Aromatherapy Oil,10,16/10/2010 05:13:52 PM,13.58,10597,Sweden
501687,P56627,Pocket Calculator,11,08/04/2010 02:04:29 PM,39.71,14624,Norway
500197,P21545,Wireless Mouse,10,22/01/2010 07:04:33 PM,23.47,11537,Brazil
500841,P76201,Waterproof Pouch,16,27/03/2010 08:34:31 PM,1.29,13750,Argentina
501959,P68434,Sticky Notes Pack,10,18/02/2010 10:30:23 AM,35.04,11854,China
500031,P34846,Clip-on Reading Light,4,20/08/2010 05:02:13 AM,32.55,15774,India
500627,P56008,Leather Keychain,14,27/02/2010 11:06:01 AM,13.87,16823,Mexico
500880,P10799,Desk Clock,2,13/02/2010 06:34:08 AM,39.18,13970,Germany
501577,P13728,Reusable Coffee Cup,3,27/06/2010 09:04:18 AM,48.92,16744,United Kingdom
500708,P80080,Clip-on Reading Light,12,24/10/2010 09:05:39 PM,38.09,18087,Belgium
500484,P48243,LED Desk Lamp,9,26/08/2010 10:33:11 AM,14.43,16063,South Africa
501233,P51722,Travel Notebook,6,02/12/2010 01:48:50 AM,21.49,12822,United States
500876,P61399,Travel Adapter,18,08/08/2010 11:38:40 PM,31.08,16629,New Zealand
501014,P38151,Pocket Calculator,8,17/04/2010 06:50:43 PM,11.15,10687,Norway
500989,P45081,Sticky Notes Pack,14,17/05/2010 05:29:47 PM,47.01,12591,Italy
501930,P93969,LED Desk Lamp,16,21/01/2010 03:41:21 PM,33.93,15108,Ireland
501283,P37935,USB-C Cable,6,04/09/2010 05:34:55 AM,29.82,19786,Belgium
501818,P45081,Sticky Notes Pack,3,03/06/2010 09:09:54 AM,47.01,13864,China
500700,P61399,Travel Adapter,9,30/07/2010 10:43:55 PM,31.08,10645,Norway
501400,P22550,Glass Water Bottle,2,01/08/2010 10:40:23 PM,20.35,12504,France
501249,P22550,Glass Water Bottle,3,04/10/2010 11:49:11 PM,20.35,19177,Greece
501241,P45435,Wireless Mouse,3,04/12/2010 07:42:49 PM,4.77,16450,Greece
501098,P61977,Stainless Steel Straw Set,16,21/11/2010 03:31:55 PM,49.74,16416,Canada
501674,P70315,Laptop Sleeve,15,29/09/2010 12:18:09 AM,20.76,18915,New Zealand
500482,P16125,Cotton Tote Bag,15,28/05/2010 07:59:55 AM,48.05,16344,Spain
500000,P25015,Portable Charger,3,30/10/2010 03:17:57 PM,9.61,16040,Ireland
500142,P21154,Phone Stand,14,08/02/2010 02:08:59 PM,23.33,16115,Netherlands
500844,P29589,Travel Adapter,18,08/09/2010 06:19:06 AM,8.08,14741,Switzerland
500406,P91110,Soft Throw Blanket,2,22/05/2010 12:44:19 AM,13.36,12597,Singapore
500500,P61196,Scented Candle,3,30/11/2010 06:06:50 AM,19.02,16142,Canada
500595,P22237,Leather Keychain,8,12/04/2010 09:35:18 AM,7.56,14249,Germany
500661,P45674,USB-C Cable,19,02/10/2010 06:44:24 AM,2.0,12946,Netherlands
500283,P97914,Desk Organizer,13,14/03/2010 03:03:22 AM,4.94,17230,Sweden
501659,P18758,Mini Bluetooth Speaker,19,30/04/2010 01:54:45 PM,35.07,14493,Denmark
501460,P25793,LED Desk Lamp,4,22/09/2010 04:35:11 PM,20.97,10285,Greece
500672,P66677,Sticky Notes Pack,14,30/11/2010 07:49:23 PM,24.94,11762,Netherlands
500067,P67813,Soft Throw Blanket,8,20/04/2010 03:14:29 PM,17.51,17804,Argentina
501960,P25764,LED Desk Lamp,16,07/06/2010 04:34:19 PM,37.04,12479,South Korea
501058,P68557,Laptop Sleeve,14,21/11/2010 09:59:11 PM,2.8,10660,New Zealand
501299,P51722,Travel Notebook,3,20/07/2010 11:43:56 PM,21.49,17156,Singapore
501928,P68434,Sticky Notes Pack,3,06/03/2010 08:56:14 AM,35.04,10727,Netherlands
501447,P61399,Travel Adapter,12,27/12/2010 07:24:09 AM,31.08,10526,Spain
500819,P89099,Foldable Umbrella,8,03/10/2010 05:12:24 PM,43.48,19765,South Africa
501692,P22550,Glass Water Bottle,4,17/03/2010 02:26:10 AM,20.35,10771,Netherlands
500853,P92164,Wall Calendar,2,27/12/2010 11:52:32 AM,20.55,12394,Greece
501607,P49056,LED Desk Lamp,6,29/07/2010 07:21:52 AM,10.51,13736,Argentina
500572,P65312,Aromatherapy Oil,6,28/12/2010 06:40:00 AM,48.56,17815,Japan
500440,P25764,LED Desk Lamp,13,18/10/2010 11:09:35 PM,37.04,18333,Greece
500748,P94268,Wall Calendar,17,18/02/2010 04:55:09 AM,7.64,15093,Belgium
500880,P44142,Desk Clock,8,19/12/2010 04:38:44 AM,20.73,14987,China
501780,P86695,Cotton Tote Bag,10,22/09/2010 01:31:03 AM,8.87,16376,Netherlands
501572,P74600,Eco Lunch Box,9,28/02/2010 01:42:14 PM,1.73,12866,Ireland
501064,P76201,Waterproof Pouch,13,27/05/2010 05:56:26 AM,1.29,11517,China
501356,P97968,Reusable Coffee Cup,14,28/11/2010 09:44:39 PM,31.3,18210,Brazil
500956,P49056,LED Desk Lamp,13,28/10/2010 05:48:09 PM,10.51,13311,South Korea
500102,P37122,Portable Charger,5,09/12/2010 02:41:33 PM,23.96,18365,United States
501004,P85842,Soft Throw Blanket,17,26/05/2010 07:19:29 PM,10.64,16993,Germany
501347,P54225,Stainless Steel Straw Set,1,27/05/2010 09:35:42 AM,1.9,10593,Australia
500411,P67813,Soft Throw Blanket,17,23/05/2010 03:59:36 AM,17.51,17922,Germany
501958,P97914,Desk Organizer,9,27/11/2010 08:43:57 PM,4.94,11842,Italy
500209,P15972,Wall Calendar,9,25/03/2010 04:40:58 PM,28.53,10770,New Zealand
500628,P65312,Aromatherapy Oil,6,15/09/2010 09:55:28 PM,48.56,16439,Brazil
501960,P29975,Travel Adapter,12,07/11/2010 06:45:34 PM,45.54,11856,Netherlands
500985,P86695,Cotton Tote Bag,17,06/10/2010 02:03:03 PM,8.87,17064,United Kingdom
501528,P80323,Reusable Coffee Cup,11,14/03/2010 10:13:08 AM,3.67,12658,Argentina
501657,P94268,Wall Calendar,12,14/07/2010 09:56:43 PM,7.64,11474,Australia
501195,P30977,Pocket Calculator,9,16/03/2010 05:47:27 PM,12.0,10359,Greece
500671,P45081,Sticky Notes Pack,4,05/06/2010 09:18:28 PM,47.01,13361,Ireland
500006,P30977,Pocket Calculator,5,28/05/2010 07:50:42 PM,12.0,12606,South Africa
501692,P61196,Scented Candle,18,06/05/2010 01:11:38 PM,19.02,15546,Greece
500816,P98954,Travel Notebook,6,25/06/2010 04:50:38 AM,13.38,10929,Australia
501411,P29975,Travel Adapter,13,10/12/2010 07:29:48 PM,45.54,17069,France
501795,P37935,USB-C Cable,11,20/02/2010 07:20:17 AM,29.82,19449,India
500261,P29589,Travel Adapter,15,02/05/2010 11:21:32 PM,8.08,14009,Australia
501572,P47748,Ceramic Mug,5,15/07/2010 06:25:21 PM,10.17,16789,South Korea
500200,P16125,Cotton Tote Bag,13,19/04/2010 10:09:35 AM,48.05,15619,New Zealand
501007,P98731,Ceramic Mug,4,11/06/2010 02:22:36 AM,39.18,12352,Portugal
501877,P86695,Cotton Tote Bag,19,19/04/2010 03:48:02 PM,8.87,19569,Switzerland
500761,P45435,Wireless Mouse,14,27/10/2010 12:02:18 AM,4.77,19748,Denmark
500358,P84329,Clip-on Reading Light,1,05/05/2010 03:29:38 PM,44.66,19495,China
500908,P65831,Sticky Notes Pack,2,30/09/2010 11:38:10 PM,48.77,16652,China
501787,P58231,Sticky Notes Pack,8,02/10/2010 09:39:48 PM,39.2,16905,New Zealand
500998,P37935,USB-C Cable,5,05/03/2010 12:19:00 AM,29.82,13730,France
501889,P25764,LED Desk Lamp,13,05/01/2010 12:20:07 AM,37.04,16538,Brazil
501043,P45081,Sticky Notes Pack,14,27/05/2010 04:40:11 PM,47.01,10882,Finland
501771,P25793,LED Desk Lamp,6,16/08/2010 08:13:25 PM,20.97,17929,Australia
501610,P55246,Soft Throw Blanket,15,30/08/2010 10:05:04 AM,3.8,12808,Spain
501714,P51722,Travel Notebook,14,24/06/2010 01:42:22 AM,21.49,14699,Netherlands
501774,P60993,Aromatherapy Oil,7,25/11/2010 10:47:15 PM,5.0,13119,Germany
500940,P40480,Reusable Coffee Cup,17,24/11/2010 10:13:38 PM,32.39,13935,Switzerland
501598,P98954,Travel Notebook,3,08/07/2010 02:25:19 PM,13.38,19134,Singapore
501137,P15972,Wall Calendar,11,25/10/2010 07:29:03 AM,28.53,12953,Austria
500125,P55648,Pocket Calculator,16,04/02/2010 01:50:47 PM,28.72,13735,Finland
501309,P30977,Pocket Calculator,15,21/09/2010 11:32:41 PM,12.0,17537,United States
500112,P76262,Travel Notebook,7,25/01/2010 02:42:44 AM,30.59,13363,New Zealand
500000,P34846,Clip-on Reading Light,8,08/05/2010 11:26:00 AM,32.55,12235,South Africa
501150,P15972,Wall Calendar,3,23/01/2010 09:24:24 PM,28.53,13175,Spain
500801,P68049,Phone Stand,14,24/12/2010 06:30:34 PM,46.57,18605,Japan
501378,P54225,Stainless Steel Straw Set,14,14/02/2010 07:50:20 AM,1.9,15409,Brazil
500082,P18328,Magnetic Bookmark,16,11/06/2010 03:44:59 PM,37.94,15776,Netherlands
501679,P92234,Wall Calendar,2,17/10/2010 07:01:27 PM,1.7,12555,Brazil
501238,P18758,Mini Bluetooth Speaker,7,21/08/2010 06:09:33 AM,35.07,12368,South Korea
500436,P37935,USB-C Cable,19,08/10/2010 08:32:30 AM,29.82,17480,Japan
500336,P46748,Laptop Sleeve,10,23/02/2010 07:00:35 AM,20.33,15575,Argentina
500159,P91110,Soft Throw Blanket,14,22/02/2010 04:05:43 AM,13.36,19203,Japan
500846,P56627,Pocket Calculator,4,21/09/2010 07:45:21 PM,39.71,15590,United States
501035,P80080,Clip-on Reading Light,2,23/07/2010 01:31:28 PM,38.09,17016,France
501614,P48664,Portable Charger,17,06/04/2010 12:25:57 PM,35.27,11809,Switzerland
500293,P55246,Soft Throw Blanket,18,21/11/2010 10:26:51 PM,3.8,12437,Russian Federation
500888,P76262,Travel Notebook,11,27/05/2010 02:49:44 PM,30.59,15738,Norway
501946,P18758,Mini Bluetooth Speaker,12,21/05/2010 12:37:04 AM,35.07,19010,Greece
500197,P10799,Desk Clock,12,06/08/2010 05:19:28 PM,39.18,18662,United Kingdom
501851,P15972,Wall Calendar,10,23/08/2010 04:16:12 AM,28.53,13796,France
501124,P84329,Clip-on Reading Light,12,04/04/2010 07:49:28 PM,44.66,14888,Italy
500532,P48664,Portable Charger,19,25/10/2010 12:46:08 PM,35.27,11316,France
501124,P60390,Desk Clock,16,10/02/2010 06:35:14 PM,34.33,19215,Germany
501326,P60993,Aromatherapy Oil,18,24/08/2010 03:02:00 PM,5.0,18418,Germany
500891,P80080,Clip-on Reading Light,9,10/04/2010 07:24:14 AM,38.09,18588,Finland
500897,P70315,Laptop Sleeve,9,10/04/2010 09:13:16 PM,20.76,13893,Austria
501878,P45081,Sticky Notes Pack,2,20/09/2010 01:09:37 PM,47.01,18967,Netherlands
501026,P68049,Phone Stand,6,28/01/2010 01:13:11 PM,46.57,13220,Japan
500821,P68557,Laptop Sleeve,4,15/08/2010 08:16:56 PM,2.8,10234,Russian Federation
500048,P38151,Pocket Calculator,10,22/02/2010 05:13:17 PM,11.15,17982,Denmark
501548,P21772,Phone Stand,6,22/12/2010 08:51:21 AM,43.1,18016,Portugal
500674,P84329,Clip-on Reading Light,3,25/09/2010 10:00:21 AM,44.66,12064,Canada
500883,P61939,Reusable Coffee Cup,11,07/07/2010 04:13:13 AM,28.22,11401,Argentina
500229,P70315,Laptop Sleeve,16,10/10/2010 08:57:25 AM,20.76,12745,India
501716,P67813,Soft Throw Blanket,15,14/05/2010 05:40:47 AM,17.51,19889,Austria
501759,P97914,Desk Organizer,1,01/09/2010 05:00:40 PM,4.94,12566,Singapore
501661,P76262,Travel Notebook,16,15/05/2010 03:42:27 PM,30.59,16516,Austria
500622,P18758,Mini Bluetooth Speaker,9,13/08/2010 07:40:06 AM,35.07,16919,Singapore
500728,P83543,LED Desk Lamp,8,14/04/2010 12:36:44 AM,21.67,18835,Australia
500609,P97968,Reusable Coffee Cup,13,06/08/2010 06:00:07 AM,31.3,16614,Italy
500392,P45435,Wireless Mouse,18,05/10/2010 10:49:12 PM,4.77,16683,Austria
501552,P66827,Notebook Set,12,25/01/2010 12:54:33 PM,38.24,10025,Argentina
500506,P18328,Magnetic Bookmark,19,26/12/2010 09:55:15 PM,37.94,13764,China
501006,P18758,Mini Bluetooth Speaker,11,24/06/2010 06:24:51 AM,35.07,11072,Ireland
501125,P91110,Soft Throw Blanket,15,30/08/2010 03:03:53 AM,13.36,14781,India
501776,P21772,Phone Stand,5,23/02/2010 09:18:41 PM,43.1,12295,Finland
500421,P95924,Portable Charger,15,04/10/2010 07:31:16 AM,10.61,15241,Mexico
501413,P61399,Travel Adapter,18,11/08/2010 06:41:33 PM,31.08,11932,Mexico
500002,P61977,Stainless Steel Straw Set,6,23/08/2010 02:26:51 AM,49.74,10492,Mexico
501184,P45829,Aromatherapy Oil,16,17/12/2010 03:52:59 AM,13.58,19738,Russian Federation
501515,P54225,Stainless Steel Straw Set,16,17/02/2010 08:23:22 PM,1.9,19467,New Zealand
501113,P66827,Notebook Set,12,07/11/2010 08:34:33 AM,38.24,17186,Russian Federation
501413,P97778,Wall Calendar,12,05/05/2010 07:46:41 AM,5.6,13642,Sweden
501296,P84329,Clip-on Reading Light,16,08/01/2010 11:38:52 PM,44.66,15366,Brazil
500361,P70315,Laptop Sleeve,4,08/02/2010 08:41:52 AM,20.76,16976,South Africa
500186,P37122,Portable Charger,12,05/02/2010 05:00:20 AM,23.96,16217,Argentina
501535,P68434,Sticky Notes Pack,10,04/08/2010 05:10:01 AM,35.04,18148,Canada
501787,P34660,Mini Bluetooth Speaker,2,01/04/2010 07:36:53 AM,30.59,19135,Russian Federation
500612,P65831,Sticky Notes Pack,3,10/01/2010 06:58:43 PM,48.77,11196,South Korea
501288,P97778,Wall Calendar,2,30/03/2010 02:52:54 PM,5.6,13743,Netherlands
501776,P14792,Glass Water Bottle,3,12/12/2010 05:19:09 AM,6.85,13674,Germany
501040,P10799,Desk Clock,13,01/04/2010 06:30:41 PM,39.18,10692,Spain
500323,P76201,Waterproof Pouch,18,31/12/2010 08:21:39 AM,1.29,18345,Sweden
501651,P13728,Reusable Coffee Cup,11,12/07/2010 05:59:49 PM,48.92,11913,Japan
500353,P28268,Portable Charger,13,19/05/2010 12:47:51 AM,31.36,17423,Mexico
500946,P44142,Desk Clock,3,07/07/2010 10:14:30 PM,20.73,11132,Switzerland
501326,P21545,Wireless Mouse,7,12/05/2010 12:09:58 PM,23.47,17812,Belgium
500873,P80323,Reusable Coffee Cup,15,09/08/2010 10:57:44 AM,3.67,13180,New Zealand
501391,P85842,Soft Throw Blanket,14,20/11/2010 05:35:53 PM,10.64,14570,Portugal
500270,P76201,Waterproof Pouch,5,07/10/2010 12:31:35 PM,1.29,19582,Japan
501982,P67813,Soft Throw Blanket,4,24/01/2010 09:36:41 PM,17.51,13607,South Africa
501027,P95924,Portable Charger,2,30/06/2010 02:03:35 AM,10.61,16614,Argentina
500627,P15972,Wall Calendar,5,14/11/2010 10:25:44 AM,28.53,14276,United States
500824,P40480,Reusable Coffee Cup,6,17/06/2010 11:37:56 PM,32.39,19865,South Korea
501340,P35556,Sticky Notes Pack,3,30/10/2010 09:01:55 PM,7.96,18533,China
500843,P97914,Desk Organizer,19,09/12/2010 02:10:01 PM,4.94,13240,Netherlands
500305,P60390,Desk Clock,5,04/07/2010 02:00:14 AM,34.33,10205,Denmark
501909,P91110,Soft Throw Blanket,7,01/08/2010 12:45:08 AM,13.36,15141,Australia
501991,P15972,Wall Calendar,16,01/02/2010 08:34:41 AM,28.53,13273,France
500766,P45435,Wireless Mouse,9,10/01/2010 07:32:08 AM,4.77,13551,South Africa
500784,P49056,LED Desk Lamp,15,17/11/2010 11:51:52 AM,10.51,12800,Spain
500562,P93969,LED Desk Lamp,17,14/04/2010 11:49:34 PM,33.93,17361,Italy
501119,P61196,Scented Candle,6,16/06/2010 09:14:36 AM,19.02,10406,Mexico
501661,P68434,Sticky Notes Pack,9,11/03/2010 10:18:45 AM,35.04,15260,Brazil
501363,P47748,Ceramic Mug,3,17/03/2010 05:04:47 AM,10.17,18752,South Korea
500174,P57553,Travel Notebook,1,28/09/2010 11:38:11 PM,5.89,19689,Ireland
501567,P97968,Reusable Coffee Cup,4,12/02/2010 09:37:55 AM,31.3,14946,Japan
501442,P95924,Portable Charger,14,11/06/2010 10:26:04 AM,10.61,11293,France
500758,P95924,Portable Charger,19,17/06/2010 02:56:18 AM,10.61,10992,Italy
500192,P34842,Pocket Calculator,16,27/05/2010 09:52:11 AM,23.46,11855,China
501615,P65831,Sticky Notes Pack,11,05/04/2010 04:40:35 AM,48.77,13731,New Zealand
500427,P57553,Travel Notebook,2,09/11/2010 11:53:08 PM,5.89,10882,Switzerland
500839,P70315,Laptop Sleeve,14,24/03/2010 03:10:42 AM,20.76,17951,China
501233,P56627,Pocket Calculator,16,23/04/2010 05:26:21 AM,39.71,18160,Belgium
501588,P66677,Sticky Notes Pack,5,07/04/2010 03:00:08 AM,24.94,11424,Ireland
501947,P74600,Eco Lunch Box,5,14/11/2010 10:45:38 PM,1.73,13104,Netherlands
500725,P86695,Cotton Tote Bag,15,21/05/2010 12:49:23 PM,8.87,16432,France
501717,P25764,LED Desk Lamp,14,06/11/2010 06:22:11 AM,37.04,18319,India
501052,P55246,Soft Throw Blanket,10,06/08/2010 03:14:05 PM,3.8,19607,Australia
501692,P45435,Wireless Mouse,2,18/06/2010 12:33:08 AM,4.77,19533,China
501105,P73185,Eco Lunch Box,17,23/09/2010 06:17:05 AM,9.2,17162,Finland
501368,P92164,Wall Calendar,16,22/01/2010 04:51:50 PM,20.55,16309,Russian Federation
500218,P77782,Eco Lunch Box,6,28/05/2010 05:56:59 PM,5.49,12600,Switzerland
500402,P65831,Sticky Notes Pack,2,19/11/2010 09:35:10 AM,48.77,12849,Russian Federation
501306,P58231,Sticky Notes Pack,9,28/02/2010 02:21:47 PM,39.2,14195,Portugal
500257,P53395,Glass Water Bottle,4,23/09/2010 05:17:40 PM,39.55,19369,Brazil
501102,P60993,Aromatherapy Oil,19,05/10/2010 11:26:21 PM,5.0,11271,Ireland
500024,P22237,Leather Keychain,1,07/01/2010 10:58:56 PM,7.56,19283,Japan
501160,P74600,Eco Lunch Box,1,16/04/2010 06:45:51 AM,1.73,12093,Japan
500261,P83543,LED Desk Lamp,6,10/10/2010 11:20:21 PM,21.67,10369,Canada
